Reponse length
+----+-----------------------------+-----------+--------------------+
|    |            model            |   mean    |        std         |
+----+-----------------------------+-----------+--------------------+
| 0  |       vicuna-13b-v1.3       | 236.8625  | 179.92778021681366 |
| 1  |        baize-v2-13b         | 236.9125  | 197.14475606454766 |
| 2  |    palm-2-chat-bison-001    | 151.73125 | 168.76228554815646 |
| 3  |       nous-hermes-13b       | 144.80625 | 106.94405645447297 |
| 4  |       vicuna-7b-v1.3        | 232.66875 | 160.13657147396873 |
| 5  |      mpt-30b-instruct       |   117.2   | 122.58200316522813 |
| 6  |        wizardlm-30b         | 205.48125 |  151.799373017274  |
| 7  |         chatglm-6b          | 234.99375 | 146.4164222720167  |
| 8  |     falcon-40b-instruct     | 124.35625 | 139.21989561818202 |
| 9  |      rwkv-4-raven-14b       | 243.14375 | 248.61382822750932 |
| 10 |        mpt-30b-chat         |  206.425  | 173.3109398595484  |
| 11 |    oasst-sft-7-llama-30b    | 175.33125 | 161.61682005112434 |
| 12 |     gpt4all-13b-snoozy      |  178.925  | 163.40584253630593 |
| 13 |       vicuna-33b-v1.3       | 298.64375 | 194.11837068123538 |
| 14 |         alpaca-13b          | 73.21875  | 60.90624679322721  |
| 15 |         mpt-7b-chat         | 169.63125 | 133.1751488583268  |
| 16 |          llama-13b          |  160.275  | 258.99652386663416 |
| 17 | h2ogpt-oasst-open-llama-13b | 204.2125  | 202.11003771151496 |
| 18 |            gpt-4            | 252.9875  | 186.10380126088236 |
| 19 |          koala-13b          | 249.18125 | 222.4639822497959  |
| 20 |         guanaco-33b         |  241.775  | 170.72034698594072 |
| 21 |          claude-v1          |  225.15   | 133.7988322071609  |
| 22 |        gpt-3.5-turbo        | 201.75625 | 150.55828385026678 |
| 23 |          tulu-30b           | 157.8875  | 133.81021950415447 |
| 24 |        wizardlm-13b         | 197.7625  | 151.7606869177588  |
| 25 |   stablelm-tuned-alpha-7b   | 529.05625 | 385.7523533122481  |
| 26 |        dolly-v2-12b         | 108.65625 | 147.68535162952858 |
| 27 |      claude-instant-v1      | 210.56875 | 118.09607433542192 |
| 28 |         guanaco-65b         |  233.725  | 173.09148412039224 |
| 29 |   oasst-sft-4-pythia-12b    | 142.9625  | 161.4225002710279  |
| 30 |       fastchat-t5-3b        | 229.46875 | 188.7736052085606  |
+----+-----------------------------+-----------+--------------------+
Total comparisons: 4960. Failed to response: 0
Total comparisons: 4960. Non exact matches:  4800
Extracted 4800 answers from the responses (extraction success rate 100.00%)
3670 out of 4800 answers are consistent. (A vs. B <-> B vs. A) The consistent rate is 76.46%
(Win + Draw / 2) w. vicuna-13b-v1.3: 
+----+-----------------------------+--------------+--------+--------+------------+------------+--------+-----------+----------+--------+---------+
|    |            model            | Overall-lang |   EN   | coding | extraction | humanities |  math  | reasoning | roleplay |  stem  | writing |
+----+-----------------------------+--------------+--------+--------+------------+------------+--------+-----------+----------+--------+---------+
| 1  |       vicuna-13b-v1.3       |     nan      |  nan   |  nan   |    nan     |    nan     |  nan   |    nan    |   nan    |  nan   |   nan   |
| 13 |            gpt-4            |    0.9375    | 0.9375 |  1.0   |    1.0     |    1.0     | 0.8125 |   0.85    |   1.0    |  1.0   | 0.8333  |
| 21 |          claude-v1          |    0.9224    | 0.9224 |  1.0   |    1.0     |   0.9286   | 0.7857 |    0.8    |  0.875   |  1.0   | 0.9286  |
| 19 |      claude-instant-v1      |    0.8359    | 0.8359 | 0.8889 |    1.0     |   0.7857   |  0.7   |   0.75    |   1.0    |  1.0   | 0.4167  |
| 17 |       vicuna-33b-v1.3       |    0.8083    | 0.8083 | 0.5714 |   0.625    |    1.0     | 0.6429 |    1.0    |   0.95   | 0.8889 |  0.75   |
| 10 |        gpt-3.5-turbo        |    0.7377    | 0.7377 |  1.0   |    1.0     |   0.375    | 0.8571 |    0.5    |  0.8889  | 0.4444 |  0.75   |
| 11 |        wizardlm-30b         |    0.6226    | 0.6226 | 0.5714 |   0.7857   |   0.6429   | 0.6429 |  0.5714   |   0.6    | 0.625  |   0.5   |
| 4  |        mpt-30b-chat         |    0.5727    | 0.5727 | 0.875  |   0.8571   |    0.8     | 0.7143 |  0.2143   |  0.5833  |  0.5   | 0.0714  |
| 16 |         guanaco-65b         |    0.5625    | 0.5625 | 0.7143 |    0.6     |   0.5556   | 0.6667 |  0.4286   |  0.4444  | 0.7778 | 0.3333  |
| 26 |         guanaco-33b         |    0.4918    | 0.4918 | 0.3571 |   0.6875   |   0.4444   | 0.6429 |  0.3571   |  0.6111  | 0.6111 |   0.0   |
| 14 |        wizardlm-13b         |    0.4636    | 0.4636 |  0.5   |    0.25    |   0.4286   | 0.4286 |  0.2857   |  0.8333  |  0.5   |   0.5   |
| 0  |    oasst-sft-7-llama-30b    |    0.4444    | 0.4444 | 0.3333 |   0.625    |   0.2857   | 0.6429 |  0.5833   |  0.7143  |  0.25  | 0.0714  |
| 23 |          tulu-30b           |    0.4426    | 0.4426 | 0.7143 |   0.5556   |   0.2857   | 0.5556 |  0.1429   |  0.5556  |  0.5   |   0.0   |
| 7  |    palm-2-chat-bison-001    |    0.4237    | 0.4237 | 0.5625 |    0.75    |   0.1429   | 0.6429 |    0.2    |  0.4286  |  0.5   | 0.1667  |
| 9  |       vicuna-7b-v1.3        |    0.3774    | 0.3774 |  0.2   |   0.375    |   0.1667   | 0.5556 |   0.25    |   0.75   | 0.5714 |   0.0   |
| 15 |        baize-v2-13b         |    0.3273    | 0.3273 | 0.2222 |   0.4286   |    0.25    | 0.375  |   0.375   |  0.6667  | 0.2857 | 0.0833  |
